# classification: /scratch/maposto/output.sample1.July-1-2021.LR_isoseq/sqanti3/sample1/duplicate_1/sample1.transcriptome.sqanti3_classification.txt
# isoform: sqanti3/sample1/duplicate_1/sample1.transcriptome.sqanti3_corrected.fasta
# intrapriming cutoff: 0.6
# min_cov cutoff: 3
filtered_isoform,reason
PB.2040.6,LowCoverage/Non-Canonical
PB.2041.1,IntraPriming
PB.2047.1,IntraPriming
PB.2053.2,LowCoverage/Non-Canonical
PB.2053.6,IntraPriming
PB.2054.1,LowCoverage/Non-Canonical
PB.2054.9,LowCoverage/Non-Canonical
PB.2055.1,IntraPriming
PB.2058.2,LowCoverage/Non-Canonical
PB.2059.1,RTSwitching
PB.2060.1,IntraPriming
PB.2070.1,IntraPriming
PB.2071.2,IntraPriming
PB.2083.4,IntraPriming
PB.2090.1,LowCoverage/Non-Canonical
PB.2094.1,RTSwitching
PB.2104.1,RTSwitching
PB.2104.2,LowCoverage/Non-Canonical
PB.2106.1,IntraPriming
PB.2111.1,IntraPriming
PB.2113.2,IntraPriming
PB.2113.3,IntraPriming
PB.2113.4,IntraPriming
PB.2119.1,LowCoverage/Non-Canonical
PB.2122.3,IntraPriming
PB.2138.1,IntraPriming
PB.2138.3,IntraPriming
PB.2138.5,IntraPriming
PB.2139.1,IntraPriming
PB.2163.5,IntraPriming
PB.2168.1,LowCoverage/Non-Canonical
PB.2171.6,RTSwitching
PB.2171.8,LowCoverage/Non-Canonical
PB.2176.1,LowCoverage/Non-Canonical
PB.2181.1,LowCoverage/Non-Canonical
PB.2184.3,LowCoverage/Non-Canonical
PB.2184.4,LowCoverage/Non-Canonical
PB.2189.1,IntraPriming
PB.2189.2,IntraPriming
PB.2190.1,RTSwitching
PB.2190.2,LowCoverage/Non-Canonical
PB.2192.1,LowCoverage/Non-Canonical
PB.2198.3,IntraPriming
PB.2203.1,IntraPriming
PB.2203.2,IntraPriming
PB.2205.1,RTSwitching
PB.2205.5,IntraPriming
PB.2205.6,IntraPriming
PB.2208.1,LowCoverage/Non-Canonical
PB.2210.2,IntraPriming
PB.2211.1,LowCoverage/Non-Canonical
PB.2211.2,LowCoverage/Non-Canonical
PB.2216.1,RTSwitching
PB.2217.3,RTSwitching
PB.2218.10,LowCoverage/Non-Canonical
PB.2218.11,LowCoverage/Non-Canonical
PB.2218.12,LowCoverage/Non-Canonical
PB.2218.13,LowCoverage/Non-Canonical
PB.2218.14,LowCoverage/Non-Canonical
PB.2218.2,RTSwitching
PB.2218.3,LowCoverage/Non-Canonical
PB.2218.4,LowCoverage/Non-Canonical
PB.2218.5,LowCoverage/Non-Canonical
PB.2218.6,LowCoverage/Non-Canonical
PB.2218.7,LowCoverage/Non-Canonical
PB.2218.8,LowCoverage/Non-Canonical
PB.2218.9,LowCoverage/Non-Canonical
PB.2232.2,LowCoverage/Non-Canonical
PB.2234.1,LowCoverage/Non-Canonical
PB.2236.1,LowCoverage/Non-Canonical
PB.2239.1,LowCoverage/Non-Canonical
PB.2244.1,IntraPriming
PB.2245.1,LowCoverage/Non-Canonical
PB.2246.6,LowCoverage/Non-Canonical
PB.2248.2,LowCoverage/Non-Canonical
PB.2248.3,LowCoverage/Non-Canonical
PB.2251.1,IntraPriming
PB.2251.2,LowCoverage/Non-Canonical
PB.2251.3,IntraPriming
PB.2251.4,IntraPriming
PB.2251.5,IntraPriming
PB.2251.6,IntraPriming
PB.2260.1,LowCoverage/Non-Canonical
PB.2263.2,LowCoverage/Non-Canonical
PB.2266.1,LowCoverage/Non-Canonical
PB.2273.1,RTSwitching
PB.2276.6,LowCoverage/Non-Canonical
PB.2277.2,IntraPriming
PB.2281.1,IntraPriming
PB.2283.6,IntraPriming
PB.2287.2,LowCoverage/Non-Canonical
PB.2291.1,LowCoverage/Non-Canonical
PB.2306.1,IntraPriming
PB.2307.1,RTSwitching
PB.2314.1,LowCoverage/Non-Canonical
PB.2328.1,IntraPriming
PB.2339.2,LowCoverage/Non-Canonical
PB.2342.3,LowCoverage/Non-Canonical
PB.2346.3,LowCoverage/Non-Canonical
PB.2359.1,LowCoverage/Non-Canonical
PB.2364.5,LowCoverage/Non-Canonical
PB.2370.1,RTSwitching
PB.2371.4,LowCoverage/Non-Canonical
PB.2371.5,LowCoverage/Non-Canonical
PB.2375.2,IntraPriming
PB.2375.3,RTSwitching
PB.2376.8,LowCoverage/Non-Canonical
PB.2378.2,LowCoverage/Non-Canonical
PB.2378.3,LowCoverage/Non-Canonical
PB.2391.12,LowCoverage/Non-Canonical
PB.2391.13,LowCoverage/Non-Canonical
PB.2399.1,LowCoverage/Non-Canonical
PB.2402.1,IntraPriming
PB.2404.1,IntraPriming
PB.2405.1,LowCoverage/Non-Canonical
PB.2405.3,LowCoverage/Non-Canonical
PB.2406.2,IntraPriming
PB.2408.1,IntraPriming
PB.2408.2,IntraPriming
PB.2413.4,IntraPriming
PB.2413.5,LowCoverage/Non-Canonical
PB.2416.2,IntraPriming
PB.2423.4,IntraPriming
PB.2424.1,LowCoverage/Non-Canonical
PB.2436.2,LowCoverage/Non-Canonical
PB.2438.2,LowCoverage/Non-Canonical
PB.2443.1,LowCoverage/Non-Canonical
PB.2443.2,LowCoverage/Non-Canonical
PB.2444.2,LowCoverage/Non-Canonical
PB.2451.3,LowCoverage/Non-Canonical
PB.2451.4,LowCoverage/Non-Canonical
PB.2452.1,LowCoverage/Non-Canonical
PB.2454.1,LowCoverage/Non-Canonical
PB.2455.1,RTSwitching
PB.2456.5,LowCoverage/Non-Canonical
PB.2463.1,LowCoverage/Non-Canonical
PB.2466.1,LowCoverage/Non-Canonical
PB.2468.1,LowCoverage/Non-Canonical
PB.2468.2,LowCoverage/Non-Canonical
PB.2472.3,LowCoverage/Non-Canonical
PB.2477.1,LowCoverage/Non-Canonical
PB.2477.2,LowCoverage/Non-Canonical
PB.2477.3,LowCoverage/Non-Canonical
PB.2478.1,IntraPriming
PB.2480.4,RTSwitching
PB.2481.1,IntraPriming
PB.2482.1,LowCoverage/Non-Canonical
PB.2486.3,IntraPriming
PB.2486.4,LowCoverage/Non-Canonical
PB.2489.2,IntraPriming
PB.2489.6,LowCoverage/Non-Canonical
PB.2495.1,LowCoverage/Non-Canonical
PB.2506.1,IntraPriming
PB.2519.1,IntraPriming
PB.2530.1,RTSwitching
PB.2533.1,IntraPriming
PB.2534.1,RTSwitching
PB.2539.1,LowCoverage/Non-Canonical
PB.2548.2,IntraPriming
PB.2557.1,IntraPriming
PB.2568.1,IntraPriming
PB.2571.3,IntraPriming
PB.2572.3,IntraPriming
PB.2574.1,IntraPriming
PB.2576.2,LowCoverage/Non-Canonical
PB.2581.5,LowCoverage/Non-Canonical
PB.2591.1,LowCoverage/Non-Canonical
PB.2593.18,RTSwitching
PB.2593.7,LowCoverage/Non-Canonical
PB.2595.1,LowCoverage/Non-Canonical
PB.2595.2,LowCoverage/Non-Canonical
PB.2598.6,LowCoverage/Non-Canonical
PB.2609.4,LowCoverage/Non-Canonical
PB.2609.7,IntraPriming
PB.2609.8,IntraPriming
PB.2610.1,RTSwitching
PB.2611.1,LowCoverage/Non-Canonical
PB.2612.1,LowCoverage/Non-Canonical
PB.2625.1,RTSwitching
PB.2625.2,LowCoverage/Non-Canonical
PB.2627.3,RTSwitching
PB.2629.1,IntraPriming
PB.2631.1,LowCoverage/Non-Canonical
PB.2632.1,IntraPriming
PB.2634.1,LowCoverage/Non-Canonical
PB.2644.1,LowCoverage/Non-Canonical
PB.2658.4,IntraPriming
PB.2658.5,IntraPriming
PB.2668.4,IntraPriming
PB.2671.3,IntraPriming
PB.2672.2,IntraPriming
PB.2677.2,RTSwitching
PB.2684.1,LowCoverage/Non-Canonical
PB.2692.2,LowCoverage/Non-Canonical
PB.2693.2,RTSwitching
PB.2694.1,RTSwitching
PB.2698.1,RTSwitching
PB.2700.1,IntraPriming
PB.2705.1,LowCoverage/Non-Canonical
PB.2707.1,LowCoverage/Non-Canonical
PB.2708.1,IntraPriming
PB.2709.1,LowCoverage/Non-Canonical
PB.2711.1,LowCoverage/Non-Canonical
PB.2715.2,IntraPriming
PB.2717.2,LowCoverage/Non-Canonical
PB.2717.3,IntraPriming
PB.2717.4,IntraPriming
PB.2719.1,LowCoverage/Non-Canonical
PB.2721.1,IntraPriming
PB.2722.2,RTSwitching
PB.2725.15,IntraPriming
PB.2725.16,IntraPriming
PB.2725.17,IntraPriming
PB.2725.18,IntraPriming
PB.2725.19,IntraPriming
PB.2725.2,RTSwitching
PB.2725.20,IntraPriming
PB.2725.21,IntraPriming
PB.2725.22,IntraPriming
PB.2725.23,IntraPriming
PB.2725.24,IntraPriming
PB.2725.25,IntraPriming
PB.2725.38,LowCoverage/Non-Canonical
PB.2726.3,LowCoverage/Non-Canonical
PB.2728.1,IntraPriming
PB.2730.4,LowCoverage/Non-Canonical
PB.2731.1,LowCoverage/Non-Canonical
PB.2731.2,IntraPriming
PB.2734.1,LowCoverage/Non-Canonical
PB.2734.2,LowCoverage/Non-Canonical
PB.2734.3,LowCoverage/Non-Canonical
PB.2739.1,RTSwitching
PB.2739.5,IntraPriming
PB.2739.6,LowCoverage/Non-Canonical
PB.2741.1,LowCoverage/Non-Canonical
PB.2742.1,IntraPriming
PB.2748.1,LowCoverage/Non-Canonical
PB.2753.1,LowCoverage/Non-Canonical
PB.2762.1,RTSwitching
PB.2765.1,IntraPriming
PB.2765.2,IntraPriming
PB.2765.4,LowCoverage/Non-Canonical
PB.2765.5,LowCoverage/Non-Canonical
PB.2767.1,RTSwitching
PB.2767.3,LowCoverage/Non-Canonical
PB.2769.1,IntraPriming
PB.2771.1,LowCoverage/Non-Canonical
PB.2775.1,IntraPriming
PB.2776.1,IntraPriming
PB.2776.2,IntraPriming
PB.2780.3,IntraPriming
PB.2780.5,IntraPriming
PB.2782.1,IntraPriming
PB.2784.2,IntraPriming
PB.2786.1,IntraPriming
PB.2788.4,LowCoverage/Non-Canonical
PB.2794.2,RTSwitching
PB.2800.1,IntraPriming
PB.2802.1,LowCoverage/Non-Canonical
PB.2802.2,LowCoverage/Non-Canonical
PB.2806.1,RTSwitching
PB.2813.1,LowCoverage/Non-Canonical
PB.2814.1,IntraPriming
PB.2814.2,IntraPriming
PB.2814.3,IntraPriming
PB.2815.2,RTSwitching
PB.2815.4,LowCoverage/Non-Canonical
PB.2826.2,IntraPriming
PB.2828.1,IntraPriming
PB.2828.2,IntraPriming
PB.2828.3,IntraPriming
PB.2830.1,LowCoverage/Non-Canonical
PB.2836.2,LowCoverage/Non-Canonical
PB.2839.1,LowCoverage/Non-Canonical
PB.2841.1,RTSwitching
PB.2843.3,IntraPriming
PB.2845.2,LowCoverage/Non-Canonical
PB.2847.1,LowCoverage/Non-Canonical
PB.2849.1,LowCoverage/Non-Canonical
PB.2852.1,IntraPriming
PB.2858.1,IntraPriming
PB.2859.1,LowCoverage/Non-Canonical
PB.2859.4,LowCoverage/Non-Canonical
PB.2860.1,RTSwitching
PB.2864.1,IntraPriming
PB.2875.2,RTSwitching
PB.2880.4,LowCoverage/Non-Canonical
PB.5880.23,IntraPriming
PB.5880.26,IntraPriming
PB.5880.36,LowCoverage/Non-Canonical
PB.5882.2,LowCoverage/Non-Canonical
PB.5882.28,LowCoverage/Non-Canonical
PB.5882.3,IntraPriming
PB.5882.31,IntraPriming
PB.5883.26,IntraPriming
PB.5883.27,LowCoverage/Non-Canonical
PB.5883.28,LowCoverage/Non-Canonical
PB.5883.32,LowCoverage/Non-Canonical
PB.5883.4,LowCoverage/Non-Canonical
PB.5883.5,LowCoverage/Non-Canonical
PB.5884.17,IntraPriming
PB.5884.5,IntraPriming
PB.5885.1,LowCoverage/Non-Canonical
PB.5885.2,LowCoverage/Non-Canonical
PB.5671.3,LowCoverage/Non-Canonical
PB.5672.3,IntraPriming
PB.5672.4,IntraPriming
PB.5674.1,IntraPriming
PB.5676.1,IntraPriming
PB.5678.3,IntraPriming
PB.5679.2,IntraPriming
PB.5681.3,IntraPriming
PB.5685.1,IntraPriming
PB.5688.1,LowCoverage/Non-Canonical
PB.5688.7,LowCoverage/Non-Canonical
PB.5690.1,RTSwitching
PB.5691.1,RTSwitching
PB.5697.2,LowCoverage/Non-Canonical
PB.5701.2,LowCoverage/Non-Canonical
PB.5708.1,IntraPriming
PB.5708.5,LowCoverage/Non-Canonical
PB.5709.1,LowCoverage/Non-Canonical
PB.5730.3,LowCoverage/Non-Canonical
PB.5731.1,IntraPriming
PB.5740.7,LowCoverage/Non-Canonical
PB.5742.1,IntraPriming
PB.5745.3,IntraPriming
PB.5756.1,LowCoverage/Non-Canonical
PB.5759.1,RTSwitching
PB.5761.1,LowCoverage/Non-Canonical
PB.5763.4,IntraPriming
PB.5765.2,LowCoverage/Non-Canonical
PB.5765.3,LowCoverage/Non-Canonical
PB.5765.4,IntraPriming
PB.5765.5,IntraPriming
PB.5765.6,IntraPriming
PB.5768.2,IntraPriming
PB.5770.1,IntraPriming
PB.5771.2,IntraPriming
PB.5774.1,IntraPriming
PB.5778.3,LowCoverage/Non-Canonical
PB.5779.2,IntraPriming
PB.5794.7,LowCoverage/Non-Canonical
PB.5801.1,LowCoverage/Non-Canonical
PB.5804.1,IntraPriming
PB.5805.1,IntraPriming
PB.5806.1,RTSwitching
PB.5807.2,LowCoverage/Non-Canonical
PB.5809.1,IntraPriming
PB.5810.1,IntraPriming
PB.5815.1,IntraPriming
PB.5816.5,LowCoverage/Non-Canonical
PB.5819.4,IntraPriming
PB.5820.8,IntraPriming
PB.5828.4,LowCoverage/Non-Canonical
PB.5829.1,RTSwitching
PB.5831.1,LowCoverage/Non-Canonical
PB.5841.1,LowCoverage/Non-Canonical
PB.5841.3,IntraPriming
PB.5846.5,LowCoverage/Non-Canonical
PB.5846.6,LowCoverage/Non-Canonical
PB.5847.1,LowCoverage/Non-Canonical
PB.5852.5,LowCoverage/Non-Canonical
PB.5853.1,RTSwitching
PB.5860.1,LowCoverage/Non-Canonical
PB.5872.1,IntraPriming
PB.5872.2,LowCoverage/Non-Canonical
PB.5872.3,IntraPriming
PB.5872.4,LowCoverage/Non-Canonical
PB.5872.5,IntraPriming
